T30,Internet Usage,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
232,Eritrea,2021,Percentage of individuals using the internet,21.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2000,Percentage of individuals using the internet,28.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2005,Percentage of individuals using the internet,61.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2010,Percentage of individuals using the internet,74.1,Users in the last 3 months.;Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2015,Percentage of individuals using the internet,88.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2019,Percentage of individuals using the internet,90.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2020,Percentage of individuals using the internet,89.1,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
233,Estonia,2021,Percentage of individuals using the internet,91.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2000,Percentage of individuals using the internet,0.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2005,Percentage of individuals using the internet,3.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2010,Percentage of individuals using the internet,11.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2015,Percentage of individuals using the internet,25.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2019,Percentage of individuals using the internet,54.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2020,Percentage of individuals using the internet,56.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
748,Eswatini,2021,Percentage of individuals using the internet,58.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2000,Percentage of individuals using the internet,0.0,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2005,Percentage of individuals using the internet,0.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2010,Percentage of individuals using the internet,0.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2015,Percentage of individuals using the internet,13.9,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2019,Percentage of individuals using the internet,16.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2020,Percentage of individuals using the internet,16.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
231,Ethiopia,2021,Percentage of individuals using the internet,16.7,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
238,Falkland Islands (Malvinas),2000,Percentage of individuals using the internet,58.6,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
238,Falkland Islands (Malvinas),2005,Percentage of individuals using the internet,84.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
238,Falkland Islands (Malvinas),2010,Percentage of individuals using the internet,95.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
238,Falkland Islands (Malvinas),2015,Percentage of individuals using the internet,98.3,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
234,Faroe Islands,2000,Percentage of individuals using the internet,32.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
234,Faroe Islands,2005,Percentage of individuals using the internet,67.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
234,Faroe Islands,2010,Percentage of individuals using the internet,75.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
234,Faroe Islands,2015,Percentage of individuals using the internet,94.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2000,Percentage of individuals using the internet,1.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2005,Percentage of individuals using the internet,8.5,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2010,Percentage of individuals using the internet,20.0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2015,Percentage of individuals using the internet,42.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2019,Percentage of individuals using the internet,77.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2020,Percentage of individuals using the internet,84.9,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
242,Fiji,2021,Percentage of individuals using the internet,87.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2000,Percentage of individuals using the internet,37.2,Population aged 15 years and over.;Has used at least one other Internet application besides e-mail in last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2005,Percentage of individuals using the internet,74.5,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2010,Percentage of individuals using the internet,86.9,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2015,Percentage of individuals using the internet,86.4,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2019,Percentage of individuals using the internet,89.6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2020,Percentage of individuals using the internet,92.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
246,Finland,2021,Percentage of individuals using the internet,92.8,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
250,France,2000,Percentage of individuals using the internet,14.3,Population aged 15 years and over.;Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
250,France,2005,Percentage of individuals using the internet,42.9,Population aged 11 years and over.;Users in the last month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
250,France,2010,Percentage of individuals using the internet,77.3,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
250,France,2015,Percentage of individuals using the internet,78.0,Break in the time series.;Users in the last 3 months.;Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed March 2023."
